size of file is 1000 * 3
Iteration #1, total mistakes 5, accuracy: 0.56
Iteration #2, total mistakes 18, accuracy: 0.844
Iteration #3, total mistakes 12, accuracy: 1.0
Iteration #4, total mistakes 0, accuracy: 1.0
gaussian result:
0:  -1.0 -1.0 -1.1078243288980514
614:  1.0 1.0 0.4147624258190136
615:  1.0 1.0 0.4305707314533474
616:  1.0 1.0 0.6710360727741275
617:  1.0 1.0 0.21384180839803082
618:  1.0 1.0 0.29390868505672874
619:  1.0 1.0 0.7648812595450459
620:  1.0 1.0 0.3683277089147487
621:  1.0 1.0 0.1913836910466795
622:  1.0 1.0 0.9986956470117883
623:  1.0 1.0 0.1478766438274366
624:  1.0 1.0 0.4052206996107651
625:  1.0 1.0 0.44129135463954555
626:  1.0 1.0 0.4558831673682414
627:  1.0 1.0 0.7936920898962901
628:  1.0 1.0 0.7666701627202354
629:  1.0 1.0 0.9350232783699572
630:  1.0 1.0 0.28094335415217664
631:  1.0 1.0 0.8752012306789904
632:  1.0 1.0 0.8105012181678088
633:  1.0 1.0 0.6249465853068998
634:  1.0 1.0 0.8319288683869016
635:  1.0 1.0 0.13055725855914002
636:  1.0 1.0 0.404274868343768
637:  1.0 1.0 0.2955064042129218
638:  1.0 1.0 0.3674879906996805
639:  1.0 1.0 0.8706365133738387
640:  1.0 1.0 0.9720877625035765
641:  1.0 1.0 0.929158387711196
642:  1.0 1.0 0.05079541643310224
643:  1.0 1.0 0.7089842590103982
644:  1.0 1.0 0.17503938375807118
645:  1.0 1.0 0.11535247582356575
646:  1.0 1.0 0.632278480372049
647:  1.0 1.0 0.43015532948183977
648:  1.0 1.0 0.874522286852303
649:  1.0 1.0 0.679079184930361
650:  1.0 1.0 0.7123913916636517
651:  1.0 1.0 0.8995979728154448
652:  1.0 1.0 0.1955394113303537
653:  1.0 1.0 0.08819443001094145
654:  1.0 1.0 0.5821146285198405
655:  1.0 1.0 0.876788040329447
656:  1.0 1.0 0.19893881553513193
657:  1.0 1.0 0.11054682544124188
658:  1.0 1.0 0.3186110496166909
659:  1.0 1.0 0.836454845534475
660:  1.0 1.0 0.5457747666960898
661:  1.0 1.0 0.7345473531572936
662:  1.0 1.0 0.9703171757088848
663:  1.0 1.0 0.2775365844212403
664:  1.0 1.0 0.051979977827533844
665:  1.0 1.0 0.7786105512647583
666:  1.0 1.0 0.19612558227940288
667:  1.0 1.0 0.47039074716887574
668:  1.0 1.0 0.8109492632787059
669:  1.0 1.0 0.3282629426973414
670:  1.0 1.0 0.879646586119512
671:  1.0 1.0 0.22006453758866243
672:  1.0 1.0 0.5732031071125036
673:  1.0 1.0 0.629316280210953
674:  1.0 1.0 0.9613787472149629
675:  1.0 1.0 0.8103062006478253
676:  1.0 1.0 0.49738284321277826
677:  1.0 1.0 0.5016771246576004
678:  1.0 1.0 0.21208516215701045
679:  1.0 1.0 0.026006508077434903
680:  1.0 1.0 0.3133421551520705
681:  1.0 1.0 0.7960660044937279
682:  1.0 1.0 0.2253313878006397
683:  1.0 1.0 0.4251484562532174
684:  1.0 1.0 0.7613316546342735
685:  1.0 1.0 0.5904533199599762
686:  1.0 1.0 0.9190183569481963
687:  1.0 1.0 0.16426994506732256
688:  1.0 1.0 0.5374035992955467
689:  1.0 1.0 0.8819963315404133
690:  1.0 1.0 0.13715703406480795
691:  1.0 1.0 0.960573532105424
692:  1.0 1.0 0.18146032706807558
693:  1.0 1.0 0.8822767851358049
694:  1.0 1.0 0.9091397969884513
695:  1.0 1.0 0.21527898019639233
696:  1.0 1.0 0.6821256225509789
697:  1.0 1.0 0.6228282237346209
698:  1.0 1.0 0.6810675922538095
699:  1.0 1.0 0.19585964176980766
700:  1.0 1.0 0.9802772997853483
701:  1.0 1.0 0.7717128576395608
702:  1.0 1.0 0.4742808185344103
703:  1.0 1.0 0.007201516143915707
704:  1.0 1.0 0.8191461181849987
705:  1.0 1.0 0.04998748305237535
706:  1.0 1.0 0.7310258537799001
707:  1.0 1.0 0.4774048476563882
708:  1.0 1.0 0.6129818440890749
709:  1.0 1.0 0.26967932523346994
710:  1.0 1.0 0.9430464806256479
711:  1.0 1.0 0.5669598601150146
712:  1.0 1.0 0.27041794722630375
713:  1.0 1.0 0.6507076316974201
714:  1.0 1.0 0.004146021404962727
715:  1.0 1.0 0.5935596089070984
716:  1.0 1.0 0.2184362680731516
717:  1.0 1.0 0.8688864745637292
718:  1.0 1.0 0.9508623097126643
719:  1.0 1.0 0.022763805528515563
720:  1.0 1.0 0.0026525522289993606
721:  1.0 1.0 0.20600201985858568
722:  1.0 1.0 0.33654083445142635
723:  1.0 1.0 0.9529762704763588
724:  1.0 1.0 0.8137885036271122
725:  1.0 1.0 0.9226529200426594
726:  1.0 1.0 0.4218706607499262
727:  1.0 1.0 0.7870767656942051
728:  1.0 1.0 0.6665927911226242
729:  1.0 1.0 0.03598841980870324
730:  1.0 1.0 0.6544780496800331
731:  1.0 1.0 0.6279977754713877
732:  1.0 1.0 0.01099632546778249
733:  1.0 1.0 0.4761188512335758
734:  1.0 1.0 0.849449738228546
735:  1.0 1.0 0.18831739189340813
736:  1.0 1.0 0.6764923852800563
737:  1.0 1.0 0.8569843560041934
738:  1.0 1.0 0.3551924772177827
739:  1.0 1.0 0.6091927612422651
740:  1.0 1.0 0.13236927602423648
741:  1.0 1.0 0.9088839511757316
742:  1.0 1.0 0.8629665387315956
743:  1.0 1.0 0.8505984437988625
744:  1.0 1.0 0.7319949323005899
745:  1.0 1.0 0.6091299858133535
746:  1.0 1.0 0.16644663795024806
747:  1.0 1.0 0.4624947546845881
748:  1.0 1.0 0.08859158121207539
749:  1.0 1.0 0.8462279224788217
750:  1.0 1.0 0.7905431033658123
751:  1.0 1.0 0.8292142274590049
752:  1.0 1.0 0.05740963068293412
753:  1.0 1.0 0.5458352097709409
754:  1.0 1.0 0.8796959547595152
755:  1.0 1.0 0.8318949300114755
756:  1.0 1.0 0.5555297772592579
757:  1.0 1.0 0.4145612625301337
758:  1.0 1.0 0.47764809922347384
759:  1.0 1.0 0.5987570317114274
760:  1.0 1.0 0.6322968924581119
761:  1.0 1.0 0.07072052561775131
762:  1.0 1.0 0.605924927471801
763:  1.0 1.0 0.2548851067278142
764:  1.0 1.0 0.2908258151986072
765:  1.0 1.0 0.8874930112409385
766:  1.0 1.0 0.8413163181298726
767:  1.0 1.0 0.022220806041772737
768:  1.0 1.0 0.7791547710384564
769:  1.0 1.0 0.7538719812073789
770:  1.0 1.0 0.20944183707968925
771:  1.0 1.0 0.6043844492462045
772:  1.0 1.0 0.4948382024435512
773:  1.0 1.0 0.9373944952098772
774:  1.0 1.0 0.9662810845829048
775:  1.0 1.0 0.8673419839567014
776:  1.0 1.0 0.48455715317968723
777:  1.0 1.0 0.00887417403229823
778:  1.0 1.0 0.060712891999437364
779:  1.0 1.0 0.7870117092226895
780:  1.0 1.0 0.6506286448713868
781:  1.0 1.0 0.5605192649257689
782:  1.0 1.0 0.044277019186241585
783:  1.0 1.0 0.6651219057911569
784:  1.0 1.0 0.9298624833450909
785:  1.0 1.0 0.4389198719444822
786:  1.0 1.0 0.6598906656675629
787:  1.0 1.0 0.29518642414371404
788:  1.0 1.0 0.0045701752870264765
789:  1.0 1.0 0.7687386388019464
790:  1.0 1.0 0.8786618141936522
791:  1.0 1.0 0.8544168268121133
792:  1.0 1.0 0.29624158529737515
793:  1.0 1.0 0.4830526755675145
794:  1.0 1.0 0.6926051985042468
795:  1.0 1.0 0.9912235232688364
796:  1.0 1.0 0.5853612590783037
797:  1.0 1.0 0.1911767965553773
798:  1.0 1.0 0.24880594754538865
799:  1.0 1.0 0.6202186251903014
800:  1.0 1.0 0.32408883810157024
801:  1.0 1.0 0.17153051856110083
802:  1.0 1.0 0.22167689949915936
803:  1.0 1.0 0.5519026697206432
804:  1.0 1.0 0.6671283655216216
805:  1.0 1.0 0.005562483158496789
806:  1.0 1.0 0.9481114011732954
807:  1.0 1.0 0.27467897074479
808:  1.0 1.0 0.11235872125521199
809:  1.0 1.0 0.4884160068428041
810:  1.0 1.0 0.4503199984755622
811:  1.0 1.0 0.46183206519114683
812:  1.0 1.0 0.6179524613574815
813:  1.0 1.0 0.7461329539820272
814:  1.0 1.0 0.4829026122649017
815:  1.0 1.0 0.7388905038795781
816:  1.0 1.0 0.6835176100296952
817:  1.0 1.0 0.5684755648905219
818:  1.0 1.0 0.19419082710287636
819:  1.0 1.0 0.36569965026467977
820:  1.0 1.0 0.5151340724603395
821:  1.0 1.0 0.9321373624080058
822:  1.0 1.0 0.3692259878316214
823:  1.0 1.0 0.6004526159616371
824:  1.0 1.0 0.9625783500574763
825:  1.0 1.0 0.684923892336051
826:  1.0 1.0 0.7983015847009666
827:  1.0 1.0 0.3925115231811625
828:  1.0 1.0 0.04511186731661282
829:  1.0 1.0 0.42258685083311015
830:  1.0 1.0 0.8115898071005567
831:  1.0 1.0 0.6629134785422243
832:  1.0 1.0 0.7348777851917597
833:  1.0 1.0 0.8438761337713496
834:  1.0 1.0 0.02475211645587004
835:  1.0 1.0 0.6594979527778679
836:  1.0 1.0 0.9155014908138155
837:  1.0 1.0 0.4643223562693608
838:  1.0 1.0 0.4298593528401714
839:  1.0 1.0 0.4431382440562315
840:  1.0 1.0 0.943424017362018
841:  1.0 1.0 0.6299635248078089
842:  1.0 1.0 0.34692155712357153
843:  1.0 1.0 0.19010767879099294
844:  1.0 1.0 0.9427721424444357
845:  1.0 1.0 0.53677349974953
846:  1.0 1.0 0.183280169552346
847:  1.0 1.0 0.5132056714051098
848:  1.0 1.0 0.07540443391171847
849:  1.0 1.0 0.5024933274250677
850:  1.0 1.0 0.7622723383024883
851:  1.0 1.0 0.7765299765465938
852:  1.0 1.0 0.6151395425349222
853:  1.0 1.0 0.419801795022663
854:  1.0 1.0 0.8171650501589269
855:  1.0 1.0 0.2572882054031666
856:  1.0 1.0 0.6277069575608428
857:  1.0 1.0 0.7607181381803559
858:  1.0 1.0 0.9173160028639387
859:  1.0 1.0 0.4341225249469617
860:  1.0 1.0 0.7985650702489268
861:  1.0 1.0 0.2851162705598086
862:  1.0 1.0 0.08870638219191852
863:  1.0 1.0 0.6953680565593916
864:  1.0 1.0 0.03828830538879648
865:  1.0 1.0 0.9633838427836464
866:  1.0 1.0 0.8685976460542854
867:  1.0 1.0 0.7916217126634331
868:  1.0 1.0 0.7565059571893653
869:  1.0 1.0 0.5724995584767719
870:  1.0 1.0 0.17505648399263626
871:  1.0 1.0 0.6308953678830638
872:  1.0 1.0 0.22420095736555204
873:  1.0 1.0 0.12008897218758252
874:  1.0 1.0 0.6401526175300791
875:  1.0 1.0 0.4120928067178384
876:  1.0 1.0 0.019720643468470543
877:  1.0 1.0 0.16592998811577905
878:  1.0 1.0 0.965152431075647
879:  1.0 1.0 0.8878533651185524
880:  1.0 1.0 0.3358066846435305
881:  1.0 1.0 0.943704201193435
882:  1.0 1.0 0.9431907654599516
883:  1.0 1.0 0.22620339248865215
884:  1.0 1.0 0.9311616804522461
885:  1.0 1.0 0.5813675660869756
886:  1.0 1.0 0.19639453566667397
887:  1.0 1.0 0.17084001997703113
888:  1.0 1.0 0.23861462527036562
889:  1.0 1.0 0.573179334159115
890:  1.0 1.0 0.8302701009198039
891:  1.0 1.0 0.9314921908087662
892:  1.0 1.0 0.3088862462968414
893:  1.0 1.0 0.5555164006210298
894:  1.0 1.0 0.5498044117006103
895:  1.0 1.0 0.4400984059495983
896:  1.0 1.0 0.9197042064709677
897:  1.0 1.0 0.21115037386367716
898:  1.0 1.0 0.8540612358667317
899:  1.0 1.0 0.2770573041022343
900:  1.0 1.0 0.45575558788473464
901:  1.0 1.0 0.19697808875803743
902:  1.0 1.0 0.3031974064650644
903:  1.0 1.0 0.7079342146002002
904:  1.0 1.0 0.7184693236264228
905:  1.0 1.0 0.1855852353492823
906:  1.0 1.0 0.3988867577603618
907:  1.0 1.0 0.9478702657805789
908:  1.0 1.0 0.856655045768122
909:  1.0 1.0 0.6895949975090081
910:  1.0 1.0 0.2606140231885331
911:  1.0 1.0 0.04722946926941092
912:  1.0 1.0 0.28688231110458196
913:  1.0 1.0 0.5882683409397148
914:  1.0 1.0 0.1905569004619251
915:  1.0 1.0 0.5832413589380647
916:  1.0 1.0 0.4027888484093925
917:  1.0 1.0 0.672519352487918
918:  1.0 1.0 0.21856220334976423
919:  1.0 1.0 0.19346821564362737
920:  1.0 1.0 0.48248949715645395
921:  1.0 1.0 0.12484129817402732
922:  1.0 1.0 0.12356739019143016
923:  1.0 1.0 0.004268602913502711
924:  1.0 1.0 0.37317040604606605
925:  1.0 1.0 0.6659189586134187
926:  1.0 1.0 0.5664006201395105
927:  1.0 1.0 0.7518688919098444
928:  1.0 1.0 0.021111462144003775
929:  1.0 1.0 0.11666337651461432
930:  1.0 1.0 0.8500177332618202
931:  1.0 1.0 0.04878427006223386
932:  1.0 1.0 0.8429621167350827
933:  1.0 1.0 0.01656795724423079
934:  1.0 1.0 0.8395332306647595
935:  1.0 1.0 0.8587058668911552
936:  1.0 1.0 0.2580118788597443
937:  1.0 1.0 0.4394388657933327
938:  1.0 1.0 0.12688736952757163
939:  1.0 1.0 0.7263469648019566
940:  1.0 1.0 0.09389682820466592
941:  1.0 1.0 0.005113866550419715
942:  1.0 1.0 0.8249225380415666
943:  1.0 1.0 0.6424966396294549
944:  1.0 1.0 0.8117815931686416
945:  1.0 1.0 0.7738303564116856
946:  1.0 1.0 0.9684184032534808
947:  1.0 1.0 0.4711345098718022
948:  1.0 1.0 0.350816978916087
949:  1.0 1.0 0.3585085408673168
950:  1.0 1.0 0.5049052724100977
951:  1.0 1.0 0.05174895421522671
952:  1.0 1.0 0.7656530921290111
953:  1.0 1.0 0.4519945123067851
954:  1.0 1.0 0.09434469244322263
955:  1.0 1.0 0.41095414249242557
956:  1.0 1.0 0.3928481448884998
957:  1.0 1.0 0.5318219655529487
958:  1.0 1.0 0.13463492114304426
959:  1.0 1.0 0.25550639321421176
960:  1.0 1.0 0.2137056442776267
961:  1.0 1.0 0.6891179631840433
962:  1.0 1.0 0.32380094276517013
963:  1.0 1.0 0.9540323499556524
964:  1.0 1.0 0.6597504833612174
965:  1.0 1.0 0.5314621154685897
966:  1.0 1.0 0.6639392491358962
967:  1.0 1.0 0.27059203519838343
968:  1.0 1.0 0.6239337385292524
969:  1.0 1.0 0.8580489350811018
970:  1.0 1.0 0.7978842326330094
971:  1.0 1.0 0.5560494746151935
972:  1.0 1.0 0.947615375966968
973:  1.0 1.0 0.08070832977202767
974:  1.0 1.0 0.8002131002556858
975:  1.0 1.0 0.8509081986563373
976:  1.0 1.0 0.7374810869026965
977:  1.0 1.0 0.8059577380503864
978:  1.0 1.0 0.7262968092763221
979:  1.0 1.0 0.632227612512732
980:  1.0 1.0 0.6060761244775619
981:  1.0 1.0 0.5290502025420217
982:  1.0 1.0 0.39446143905635955
983:  1.0 1.0 0.7535840096007125
984:  1.0 1.0 0.005330083206713331
985:  1.0 1.0 0.6897296259730458
986:  1.0 1.0 0.30727239636808673
987:  1.0 1.0 0.09283346157334091
988:  1.0 1.0 0.017061283077185695
989:  1.0 1.0 0.8565469412925585
990:  1.0 1.0 0.6073888408431783
991:  1.0 1.0 0.7715290952183528
992:  1.0 1.0 0.10352399273672734
993:  1.0 1.0 0.444796706734568
994:  1.0 1.0 0.8854096957210993
995:  1.0 1.0 0.6988762192095475
996:  1.0 1.0 0.6054851971550603
997:  1.0 1.0 0.6458617073779855
998:  1.0 1.0 0.9774816095073133
999:  1.0 1.0 0.6711071387132124
